latitude,longitude,address,charger_type,charging_capacity_kw,cost_usd_per_kwh,availability_simple,avg_users_per_day,station_operator
-33.766492,18.51061,"1653 Cape Town Ave, Cape Town",DC Fast Charger,50.0,0.32,daytime,51.0,ChargePoint
43.638272,-79.334146,"6279 Toronto Ave, Toronto",AC Level 2,350.0,0.47,6:00-22:00,72.0,Greenlots
19.537385,-99.109572,"2778 Mexico City Ave, Mexico City",AC Level 1,150.0,0.43,6:00-22:00,75.0,ChargePoint
-36.888828,-135.247314,"4268 Random Rd, City 485, Country",DC Fast Charger,22.0,0.29,daytime,69.0,ChargePoint
37.804266,-122.447538,"6169 San Francisco Ave, San Francisco",AC Level 1,22.0,0.46,24/7,17.0,ChargePoint
-23.552833,-46.559562,"7177 São Paulo Ave, São Paulo",AC Level 1,150.0,0.32,24/7,20.0,Ionity
25.265021,55.284404,"5236 Dubai Ave, Dubai",AC Level 1,150.0,0.12,6:00-22:00,62.0,Greenlots
19.475706,-99.053211,"8931 Mexico City Ave, Mexico City",AC Level 1,350.0,0.43,24/7,87.0,Ionity
39.857075,116.408467,"2808 Beijing Ave, Beijing",AC Level 1,50.0,0.3,24/7,10.0,Tesla
52.502102,13.374867,"1925 Berlin Ave, Berlin",DC Fast Charger,22.0,0.42,24/7,93.0,Tesla
34.068104,-118.324505,"5183 Los Angeles Ave, Los Angeles",AC Level 1,350.0,0.5,daytime,84.0,Greenlots
13.767882,100.504667,"7138 Bangkok Ave, Bangkok",DC Fast Charger,150.0,0.27,6:00-22:00,85.0,Greenlots
34.045233,-118.252505,"7265 Los Angeles Ave, Los Angeles",AC Level 1,150.0,0.23,daytime,66.0,Tesla
-65.268368,110.236242,"1463 Random Rd, City 455, Country",AC Level 1,350.0,0.31,daytime,82.0,Greenlots
37.534929,126.937102,"350 Seoul Ave, Seoul",AC Level 2,150.0,0.4,24/7,27.0,Greenlots
34.174501,-118.386442,"7862 Los Angeles Ave, Los Angeles",AC Level 2,22.0,0.17,24/7,82.0,ChargePoint
39.88537,116.268579,"20 Beijing Ave, Beijing",DC Fast Charger,50.0,0.43,daytime,62.0,Ionity
-33.794759,18.55363,"7773 Cape Town Ave, Cape Town",AC Level 1,50.0,0.27,24/7,66.0,Greenlots
-33.833121,18.424703,"6939 Cape Town Ave, Cape Town",DC Fast Charger,150.0,0.44,6:00-22:00,86.0,ChargePoint
39.97047,116.454885,"6619 Beijing Ave, Beijing",AC Level 2,150.0,0.49,24/7,36.0,Ionity
34.012008,-118.33404,"3503 Los Angeles Ave, Los Angeles",DC Fast Charger,50.0,0.29,6:00-22:00,58.0,EVgo
34.004018,-118.354384,"310 Los Angeles Ave, Los Angeles",DC Fast Charger,150.0,0.32,daytime,99.0,Greenlots
34.175349,-118.202418,"2043 Los Angeles Ave, Los Angeles",AC Level 2,50.0,0.16,24/7,44.0,EVgo
66.858607,-112.218349,"737 Random Rd, City 160, Country",DC Fast Charger,22.0,0.18,24/7,15.0,Greenlots
-33.877693,18.495879,"5973 Cape Town Ave, Cape Town",DC Fast Charger,350.0,0.15,6:00-22:00,18.0,ChargePoint
-23.523922,-46.698197,"6069 São Paulo Ave, São Paulo",AC Level 2,150.0,0.4,6:00-22:00,49.0,Greenlots
41.993319,-87.791751,"1837 Chicago Ave, Chicago",DC Fast Charger,150.0,0.34,24/7,60.0,Tesla
13.831057,100.533306,"2166 Bangkok Ave, Bangkok",DC Fast Charger,350.0,0.1,daytime,90.0,EVgo
41.943392,-87.734082,"23 Chicago Ave, Chicago",DC Fast Charger,350.0,0.45,24/7,15.0,EVgo
-23.680789,-46.585292,"9221 São Paulo Ave, São Paulo",DC Fast Charger,350.0,0.21,daytime,59.0,Ionity
37.747911,-122.363305,"4200 San Francisco Ave, San Francisco",DC Fast Charger,50.0,0.15,daytime,27.0,EVgo
52.458294,13.412194,"4915 Berlin Ave, Berlin",AC Level 2,150.0,0.37,6:00-22:00,57.0,Ionity
18.900976,72.89079,"5792 Mumbai Ave, Mumbai",AC Level 2,50.0,0.38,daytime,90.0,Greenlots
58.571392,95.218911,"5728 Random Rd, City 495, Country",AC Level 1,150.0,0.21,24/7,21.0,EVgo
37.800877,-122.307271,"7615 San Francisco Ave, San Francisco",AC Level 2,350.0,0.46,6:00-22:00,37.0,EVgo
52.414195,13.319507,"4427 Berlin Ave, Berlin",DC Fast Charger,50.0,0.22,daytime,37.0,Ionity
-33.851963,151.251169,"3168 Sydney Ave, Sydney",AC Level 1,150.0,0.14,6:00-22:00,48.0,Ionity
55.703896,37.600262,"7006 Moscow Ave, Moscow",AC Level 1,350.0,0.2,daytime,24.0,Tesla
52.517586,13.482408,"6093 Berlin Ave, Berlin",DC Fast Charger,150.0,0.46,daytime,52.0,ChargePoint
37.867618,-122.323357,"7839 San Francisco Ave, San Francisco",AC Level 1,50.0,0.46,24/7,90.0,EVgo
-23.641121,-46.63984,"3210 São Paulo Ave, São Paulo",DC Fast Charger,350.0,0.4,24/7,91.0,Ionity
37.838478,-122.493588,"4608 San Francisco Ave, San Francisco",AC Level 2,22.0,0.2,daytime,59.0,EVgo
-33.860406,151.377378,"2166 Sydney Ave, Sydney",AC Level 1,150.0,0.27,24/7,65.0,Ionity
45.071967,-109.908475,"1071 Random Rd, City 72, Country",AC Level 2,22.0,0.37,24/7,32.0,EVgo
13.772779,100.463462,"5903 Bangkok Ave, Bangkok",AC Level 2,22.0,0.49,6:00-22:00,81.0,Tesla
37.626296,127.018147,"6608 Seoul Ave, Seoul",AC Level 2,50.0,0.15,6:00-22:00,95.0,Greenlots
-33.793584,151.331552,"9985 Sydney Ave, Sydney",DC Fast Charger,22.0,0.12,24/7,47.0,EVgo
-33.810787,18.453621,"729 Cape Town Ave, Cape Town",AC Level 1,150.0,0.32,24/7,82.0,ChargePoint
34.000594,-118.213155,"5443 Los Angeles Ave, Los Angeles",AC Level 1,350.0,0.24,6:00-22:00,81.0,Greenlots
37.781615,-122.405928,"3096 San Francisco Ave, San Francisco",AC Level 1,150.0,0.24,24/7,30.0,ChargePoint
19.455758,-99.170307,"2820 Mexico City Ave, Mexico City",AC Level 1,150.0,0.19,24/7,94.0,Ionity
19.46376,-99.067254,"9602 Mexico City Ave, Mexico City",AC Level 1,150.0,0.48,daytime,47.0,Greenlots
-33.886676,151.379635,"6006 Sydney Ave, Sydney",AC Level 2,150.0,0.37,6:00-22:00,64.0,EVgo
71.508746,-6.429733,"1978 Random Rd, City 347, Country",AC Level 1,22.0,0.44,24/7,58.0,ChargePoint
55.758091,37.681309,"1049 Moscow Ave, Moscow",DC Fast Charger,350.0,0.17,6:00-22:00,99.0,ChargePoint
52.570647,13.46395,"5012 Berlin Ave, Berlin",AC Level 2,22.0,0.26,6:00-22:00,59.0,Ionity
37.607025,126.961993,"3609 Seoul Ave, Seoul",AC Level 2,50.0,0.47,6:00-22:00,29.0,Tesla
37.709658,-122.445952,"1053 San Francisco Ave, San Francisco",AC Level 2,22.0,0.19,24/7,52.0,Tesla
-33.733309,151.265792,"7517 Sydney Ave, Sydney",AC Level 1,350.0,0.48,24/7,85.0,ChargePoint
39.93047,116.369779,"7790 Beijing Ave, Beijing",AC Level 1,150.0,0.19,6:00-22:00,90.0,Tesla
41.873025,-87.641849,"1954 Chicago Ave, Chicago",DC Fast Charger,50.0,0.17,24/7,47.0,Greenlots
19.586221,-99.101099,"5100 Mexico City Ave, Mexico City",AC Level 2,350.0,0.43,6:00-22:00,94.0,Greenlots
13.758533,100.42061,"4355 Bangkok Ave, Bangkok",DC Fast Charger,50.0,0.4,6:00-22:00,58.0,ChargePoint
-26.303618,-22.298148,"3406 Random Rd, City 490, Country",DC Fast Charger,50.0,0.32,6:00-22:00,75.0,EVgo
43.630734,-79.348404,"5749 Toronto Ave, Toronto",DC Fast Charger,50.0,0.12,6:00-22:00,83.0,Greenlots
52.435186,13.308561,"6323 Berlin Ave, Berlin",AC Level 2,50.0,0.19,daytime,96.0,ChargePoint
43.684986,-79.348871,"4337 Toronto Ave, Toronto",DC Fast Charger,22.0,0.19,24/7,61.0,Ionity
55.803057,37.698354,"1902 Moscow Ave, Moscow",AC Level 2,50.0,0.12,24/7,86.0,Ionity
-23.572552,-46.686605,"3875 São Paulo Ave, São Paulo",DC Fast Charger,150.0,0.12,daytime,52.0,Ionity
13.767928,100.500652,"2104 Bangkok Ave, Bangkok",AC Level 2,22.0,0.15,24/7,60.0,Greenlots
19.513851,-99.128946,"5376 Mexico City Ave, Mexico City",AC Level 1,150.0,0.44,6:00-22:00,68.0,EVgo
37.688723,126.971433,"1731 Seoul Ave, Seoul",AC Level 2,350.0,0.14,daytime,15.0,ChargePoint
19.410378,-99.160319,"5465 Mexico City Ave, Mexico City",AC Level 2,50.0,0.29,6:00-22:00,24.0,ChargePoint
5.285067,81.24223,"5509 Random Rd, City 427, Country",AC Level 1,350.0,0.35,6:00-22:00,64.0,ChargePoint
41.843091,-87.753234,"5787 Chicago Ave, Chicago",AC Level 2,22.0,0.31,24/7,89.0,Tesla
37.876611,-122.482333,"7758 San Francisco Ave, San Francisco",AC Level 1,350.0,0.13,24/7,53.0,Greenlots
55.723117,37.676859,"8094 Moscow Ave, Moscow",AC Level 1,50.0,0.18,6:00-22:00,49.0,EVgo
19.043693,72.84801,"883 Mumbai Ave, Mumbai",AC Level 1,50.0,0.47,6:00-22:00,77.0,Ionity
52.578696,13.484521,"4231 Berlin Ave, Berlin",DC Fast Charger,50.0,0.45,daytime,84.0,ChargePoint
37.834326,-122.333311,"6329 San Francisco Ave, San Francisco",AC Level 2,22.0,0.2,daytime,69.0,Ionity
41.899939,-87.790167,"5554 Chicago Ave, Chicago",AC Level 2,350.0,0.19,daytime,23.0,Ionity
52.542547,13.396391,"7601 Berlin Ave, Berlin",DC Fast Charger,150.0,0.48,6:00-22:00,44.0,Ionity
43.798142,-79.369069,"3119 Toronto Ave, Toronto",AC Level 1,22.0,0.17,6:00-22:00,65.0,Tesla
44.092179,-59.142655,"5568 Random Rd, City 487, Country",AC Level 1,150.0,0.3,daytime,98.0,Greenlots
-33.833044,18.448885,"4504 Cape Town Ave, Cape Town",AC Level 1,350.0,0.2,24/7,40.0,Tesla
25.223891,55.330167,"2120 Dubai Ave, Dubai",AC Level 2,150.0,0.44,24/7,34.0,EVgo
-33.812375,151.312366,"1402 Sydney Ave, Sydney",AC Level 2,150.0,0.22,daytime,44.0,EVgo
19.154032,72.929498,"5504 Mumbai Ave, Mumbai",AC Level 1,50.0,0.37,6:00-22:00,100.0,Ionity
25.251219,55.333725,"8937 Dubai Ave, Dubai",AC Level 2,50.0,0.33,6:00-22:00,16.0,Ionity
39.824971,116.359824,"1123 Beijing Ave, Beijing",AC Level 1,22.0,0.16,24/7,82.0,Tesla
37.893347,-122.409799,"4997 San Francisco Ave, San Francisco",DC Fast Charger,50.0,0.36,daytime,62.0,EVgo
43.714493,-79.379398,"4760 Toronto Ave, Toronto",DC Fast Charger,50.0,0.41,6:00-22:00,92.0,Ionity
41.894245,-87.712264,"7012 Chicago Ave, Chicago",AC Level 2,22.0,0.49,daytime,88.0,Ionity
-34.448053,-155.65398,"3320 Random Rd, City 219, Country",DC Fast Charger,22.0,0.28,6:00-22:00,82.0,Greenlots
43.633996,-79.375878,"2401 Toronto Ave, Toronto",AC Level 1,150.0,0.14,6:00-22:00,18.0,ChargePoint
25.208639,55.279486,"4832 Dubai Ave, Dubai",AC Level 2,50.0,0.41,24/7,44.0,Tesla
37.730029,-122.441392,"9528 San Francisco Ave, San Francisco",AC Level 2,150.0,0.19,24/7,42.0,EVgo
41.89322,-87.697338,"8443 Chicago Ave, Chicago",DC Fast Charger,350.0,0.13,6:00-22:00,65.0,ChargePoint
18.996577,72.99152,"5779 Mumbai Ave, Mumbai",DC Fast Charger,50.0,0.15,24/7,82.0,EVgo
-23.632054,-46.604636,"2988 São Paulo Ave, São Paulo",AC Level 2,150.0,0.14,24/7,18.0,EVgo
43.788999,-79.314916,"4342 Toronto Ave, Toronto",DC Fast Charger,150.0,0.2,6:00-22:00,78.0,Ionity
-33.76619,151.267462,"8266 Sydney Ave, Sydney",DC Fast Charger,150.0,0.16,daytime,46.0,EVgo
39.875806,116.368722,"8047 Beijing Ave, Beijing",DC Fast Charger,50.0,0.42,daytime,32.0,Tesla
77.69797,7.530159,"1391 Random Rd, City 291, Country",AC Level 1,50.0,0.18,24/7,14.0,Greenlots
25.258702,55.291192,"1609 Dubai Ave, Dubai",AC Level 2,150.0,0.1,24/7,62.0,Tesla
43.622055,-79.356262,"493 Toronto Ave, Toronto",AC Level 1,50.0,0.49,6:00-22:00,97.0,ChargePoint
-33.893006,18.501049,"7189 Cape Town Ave, Cape Town",AC Level 1,150.0,0.37,24/7,10.0,Tesla
13.830034,100.436242,"527 Bangkok Ave, Bangkok",AC Level 2,350.0,0.34,daytime,48.0,EVgo
39.828925,116.290029,"7193 Beijing Ave, Beijing",DC Fast Charger,50.0,0.11,daytime,43.0,EVgo
19.075273,72.816549,"7202 Mumbai Ave, Mumbai",DC Fast Charger,150.0,0.5,daytime,66.0,ChargePoint
19.502877,-99.073097,"606 Mexico City Ave, Mexico City",DC Fast Charger,50.0,0.33,24/7,37.0,Ionity
41.927905,-87.670318,"6298 Chicago Ave, Chicago",DC Fast Charger,150.0,0.32,daytime,63.0,Greenlots
-33.773953,18.507263,"2778 Cape Town Ave, Cape Town",DC Fast Charger,350.0,0.38,daytime,55.0,EVgo
-45.979321,128.015637,"7074 Random Rd, City 94, Country",AC Level 2,350.0,0.34,6:00-22:00,78.0,Greenlots
39.860172,116.213982,"7963 Beijing Ave, Beijing",AC Level 2,350.0,0.19,6:00-22:00,11.0,Ionity
39.849689,116.41561,"4295 Beijing Ave, Beijing",AC Level 2,50.0,0.34,24/7,32.0,Tesla
19.510836,-99.114536,"4284 Mexico City Ave, Mexico City",AC Level 1,350.0,0.23,6:00-22:00,93.0,Ionity
-23.533458,-46.592058,"8302 São Paulo Ave, São Paulo",AC Level 1,150.0,0.31,6:00-22:00,94.0,EVgo
55.833012,37.628191,"3119 Moscow Ave, Moscow",AC Level 2,150.0,0.28,6:00-22:00,33.0,Greenlots
-23.547529,-46.690043,"7326 São Paulo Ave, São Paulo",AC Level 1,150.0,0.22,24/7,73.0,Tesla
-33.86167,151.366043,"8055 Sydney Ave, Sydney",AC Level 2,22.0,0.2,6:00-22:00,58.0,Ionity
41.848775,-87.651803,"2482 Chicago Ave, Chicago",DC Fast Charger,150.0,0.32,24/7,95.0,Greenlots
34.034549,-118.310049,"6037 Los Angeles Ave, Los Angeles",AC Level 1,50.0,0.4,24/7,49.0,Tesla
-68.615556,157.746197,"2721 Random Rd, City 158, Country",AC Level 1,350.0,0.34,24/7,30.0,ChargePoint
55.709106,37.683762,"2377 Moscow Ave, Moscow",DC Fast Charger,350.0,0.29,24/7,47.0,Greenlots
41.898736,-87.624445,"9944 Chicago Ave, Chicago",DC Fast Charger,22.0,0.13,24/7,11.0,Greenlots
37.612818,127.099023,"3272 Seoul Ave, Seoul",DC Fast Charger,150.0,0.34,6:00-22:00,79.0,Tesla
-33.777468,18.519338,"1680 Cape Town Ave, Cape Town",AC Level 2,22.0,0.38,6:00-22:00,54.0,Tesla
34.078532,-118.28411,"8102 Los Angeles Ave, Los Angeles",DC Fast Charger,150.0,0.29,24/7,75.0,Greenlots
13.863776,100.426269,"4377 Bangkok Ave, Bangkok",AC Level 1,350.0,0.19,daytime,28.0,EVgo
37.618684,126.941967,"1665 Seoul Ave, Seoul",AC Level 2,350.0,0.13,24/7,40.0,EVgo
13.776158,100.441693,"9554 Bangkok Ave, Bangkok",AC Level 1,50.0,0.21,daytime,16.0,Tesla
19.495732,-99.042167,"9093 Mexico City Ave, Mexico City",AC Level 1,350.0,0.39,24/7,92.0,Tesla
66.571816,163.237302,"4810 Random Rd, City 335, Country",AC Level 1,22.0,0.39,6:00-22:00,75.0,Ionity
55.851838,37.596495,"5661 Moscow Ave, Moscow",DC Fast Charger,150.0,0.11,6:00-22:00,51.0,ChargePoint
41.867158,-87.622396,"370 Chicago Ave, Chicago",AC Level 2,150.0,0.25,24/7,70.0,Greenlots
-33.877974,151.343515,"6213 Sydney Ave, Sydney",AC Level 2,150.0,0.4,6:00-22:00,86.0,ChargePoint
55.830541,37.622768,"2903 Moscow Ave, Moscow",AC Level 2,350.0,0.3,6:00-22:00,47.0,ChargePoint
37.786465,-122.476907,"220 San Francisco Ave, San Francisco",AC Level 1,22.0,0.41,24/7,75.0,ChargePoint
41.849506,-87.701808,"7423 Chicago Ave, Chicago",AC Level 2,150.0,0.33,24/7,24.0,Greenlots
-33.812729,18.403442,"1111 Cape Town Ave, Cape Town",AC Level 2,150.0,0.3,24/7,81.0,Greenlots
39.830853,116.327888,"7682 Beijing Ave, Beijing",DC Fast Charger,150.0,0.21,daytime,30.0,Ionity
13.786705,100.422589,"5215 Bangkok Ave, Bangkok",AC Level 2,350.0,0.38,6:00-22:00,51.0,EVgo
30.77854,115.754788,"751 Random Rd, City 306, Country",DC Fast Charger,150.0,0.11,6:00-22:00,61.0,EVgo
34.067128,-118.373431,"6169 Los Angeles Ave, Los Angeles",DC Fast Charger,22.0,0.16,daytime,66.0,Ionity
-33.762278,151.248608,"3254 Sydney Ave, Sydney",AC Level 2,50.0,0.23,daytime,75.0,Ionity
52.476957,13.397412,"6419 Berlin Ave, Berlin",AC Level 2,50.0,0.5,6:00-22:00,51.0,Greenlots
34.066201,-118.205749,"9440 Los Angeles Ave, Los Angeles",DC Fast Charger,150.0,0.33,24/7,83.0,Tesla
-23.510241,-46.53965,"1963 São Paulo Ave, São Paulo",AC Level 1,350.0,0.28,6:00-22:00,98.0,Tesla
19.034273,72.856091,"4705 Mumbai Ave, Mumbai",AC Level 2,350.0,0.36,6:00-22:00,47.0,ChargePoint
37.541174,127.029231,"9294 Seoul Ave, Seoul",DC Fast Charger,350.0,0.32,daytime,24.0,Ionity
37.777201,-122.317353,"3521 San Francisco Ave, San Francisco",AC Level 1,150.0,0.49,24/7,79.0,Ionity
-33.892509,151.204578,"8387 Sydney Ave, Sydney",AC Level 1,50.0,0.44,daytime,92.0,EVgo
39.25577,8.051824,"5984 Random Rd, City 167, Country",DC Fast Charger,50.0,0.15,6:00-22:00,37.0,Greenlots
19.066147,72.999507,"5705 Mumbai Ave, Mumbai",DC Fast Charger,50.0,0.15,daytime,83.0,Ionity
13.763466,100.463093,"3049 Bangkok Ave, Bangkok",AC Level 1,22.0,0.16,24/7,37.0,Tesla
37.617477,126.976838,"5083 Seoul Ave, Seoul",AC Level 2,50.0,0.24,6:00-22:00,11.0,Ionity
19.085227,72.87726,"3217 Mumbai Ave, Mumbai",AC Level 1,50.0,0.49,daytime,81.0,ChargePoint
55.832442,37.529945,"6128 Moscow Ave, Moscow",DC Fast Charger,150.0,0.42,24/7,25.0,ChargePoint
18.92514,72.813741,"3064 Mumbai Ave, Mumbai",AC Level 2,350.0,0.27,daytime,88.0,Tesla
-33.722899,151.312898,"9249 Sydney Ave, Sydney",DC Fast Charger,350.0,0.45,6:00-22:00,46.0,Greenlots
41.889072,-87.700144,"2745 Chicago Ave, Chicago",AC Level 2,50.0,0.33,daytime,77.0,EVgo
13.74465,100.428086,"4 Bangkok Ave, Bangkok",DC Fast Charger,350.0,0.32,daytime,93.0,ChargePoint
33.129827,-16.659356,"539 Random Rd, City 254, Country",AC Level 2,350.0,0.31,6:00-22:00,27.0,ChargePoint
-33.769983,151.292477,"1210 Sydney Ave, Sydney",AC Level 2,22.0,0.49,daytime,92.0,Greenlots
19.06055,72.921875,"9800 Mumbai Ave, Mumbai",DC Fast Charger,350.0,0.4,24/7,43.0,Ionity
39.964342,116.392444,"7033 Beijing Ave, Beijing",AC Level 2,50.0,0.42,24/7,59.0,ChargePoint
19.015867,72.895599,"5580 Mumbai Ave, Mumbai",AC Level 2,50.0,0.33,6:00-22:00,25.0,Ionity
55.720676,37.524602,"4928 Moscow Ave, Moscow",AC Level 2,22.0,0.17,6:00-22:00,34.0,Ionity
39.920314,116.335806,"3716 Beijing Ave, Beijing",DC Fast Charger,350.0,0.11,24/7,58.0,EVgo
-23.681795,-46.599843,"4095 São Paulo Ave, São Paulo",AC Level 2,50.0,0.18,daytime,29.0,Ionity
39.845364,116.31697,"5565 Beijing Ave, Beijing",AC Level 1,350.0,0.25,24/7,48.0,EVgo
18.944468,72.879558,"2809 Mumbai Ave, Mumbai",AC Level 1,22.0,0.1,daytime,19.0,EVgo
27.867645,-156.393546,"6855 Random Rd, City 407, Country",AC Level 2,350.0,0.17,daytime,56.0,EVgo
55.878822,37.689769,"7128 Moscow Ave, Moscow",DC Fast Charger,50.0,0.46,6:00-22:00,54.0,ChargePoint
-33.889428,18.580431,"3143 Cape Town Ave, Cape Town",AC Level 2,50.0,0.38,24/7,31.0,Greenlots
37.784671,-122.424967,"6911 San Francisco Ave, San Francisco",AC Level 2,50.0,0.23,24/7,66.0,Greenlots
52.412519,13.311344,"8079 Berlin Ave, Berlin",AC Level 1,350.0,0.37,daytime,83.0,Tesla
34.172134,-118.255968,"2739 Los Angeles Ave, Los Angeles",AC Level 1,22.0,0.19,daytime,92.0,EVgo
-33.82437,18.487566,"1062 Cape Town Ave, Cape Town",DC Fast Charger,22.0,0.11,daytime,36.0,ChargePoint
55.789526,37.610672,"4514 Moscow Ave, Moscow",AC Level 2,150.0,0.44,24/7,51.0,Greenlots
52.402962,13.493079,"9937 Berlin Ave, Berlin",DC Fast Charger,150.0,0.47,24/7,85.0,EVgo
39.964878,116.433926,"7117 Beijing Ave, Beijing",AC Level 1,150.0,0.18,6:00-22:00,81.0,ChargePoint
-64.584674,-18.725536,"5008 Random Rd, City 376, Country",AC Level 1,150.0,0.29,6:00-22:00,82.0,EVgo
-33.851825,18.52916,"287 Cape Town Ave, Cape Town",DC Fast Charger,350.0,0.28,24/7,81.0,ChargePoint
13.843255,100.506276,"9900 Bangkok Ave, Bangkok",AC Level 1,350.0,0.33,daytime,81.0,ChargePoint
25.390814,55.23179,"4229 Dubai Ave, Dubai",DC Fast Charger,50.0,0.31,6:00-22:00,96.0,EVgo
39.989834,116.388558,"8569 Beijing Ave, Beijing",AC Level 2,50.0,0.28,daytime,40.0,EVgo
18.926557,72.875567,"525 Mumbai Ave, Mumbai",AC Level 1,22.0,0.49,24/7,88.0,Ionity
39.89538,116.271776,"2885 Beijing Ave, Beijing",AC Level 1,22.0,0.15,daytime,44.0,ChargePoint
-33.858253,18.516859,"7521 Cape Town Ave, Cape Town",AC Level 1,50.0,0.24,daytime,83.0,EVgo
-33.840925,151.302741,"9755 Sydney Ave, Sydney",AC Level 1,150.0,0.44,daytime,57.0,Ionity
34.001646,-118.387858,"8718 Los Angeles Ave, Los Angeles",AC Level 1,22.0,0.11,daytime,38.0,Tesla
15.956701,-84.823817,"9941 Random Rd, City 439, Country",AC Level 2,350.0,0.1,daytime,96.0,Ionity
-23.653051,-46.668996,"1385 São Paulo Ave, São Paulo",DC Fast Charger,150.0,0.27,daytime,21.0,EVgo
37.592551,127.044948,"6325 Seoul Ave, Seoul",DC Fast Charger,350.0,0.5,24/7,60.0,Tesla
37.700621,-122.452007,"338 San Francisco Ave, San Francisco",AC Level 1,22.0,0.24,6:00-22:00,26.0,Tesla
-23.667432,-46.637902,"4504 São Paulo Ave, São Paulo",DC Fast Charger,50.0,0.5,6:00-22:00,20.0,Greenlots
37.548116,126.954216,"687 Seoul Ave, Seoul",AC Level 1,150.0,0.17,24/7,68.0,EVgo
-33.896156,18.552825,"2681 Cape Town Ave, Cape Town",AC Level 2,150.0,0.3,daytime,13.0,EVgo
41.871455,-87.73428,"6981 Chicago Ave, Chicago",AC Level 2,50.0,0.15,6:00-22:00,12.0,Greenlots
34.008569,-118.37629,"8363 Los Angeles Ave, Los Angeles",DC Fast Charger,22.0,0.43,daytime,24.0,EVgo
52.572057,13.36038,"5390 Berlin Ave, Berlin",AC Level 1,50.0,0.15,24/7,71.0,Tesla
-36.706213,179.526528,"7638 Random Rd, City 212, Country",AC Level 2,50.0,0.23,daytime,31.0,EVgo
55.820962,37.633149,"7433 Moscow Ave, Moscow",DC Fast Charger,50.0,0.14,24/7,42.0,EVgo
13.730102,100.483406,"1078 Bangkok Ave, Bangkok",AC Level 2,50.0,0.38,24/7,17.0,Tesla
13.768702,100.594101,"5916 Bangkok Ave, Bangkok",AC Level 1,22.0,0.2,24/7,37.0,Greenlots
34.174725,-118.263046,"3948 Los Angeles Ave, Los Angeles",DC Fast Charger,22.0,0.16,6:00-22:00,64.0,ChargePoint
-23.520579,-46.582508,"9438 São Paulo Ave, São Paulo",AC Level 1,150.0,0.15,daytime,12.0,EVgo
-33.720381,151.243987,"2475 Sydney Ave, Sydney",AC Level 2,150.0,0.18,daytime,99.0,Ionity
19.574372,-99.113269,"1044 Mexico City Ave, Mexico City",AC Level 2,150.0,0.28,daytime,10.0,ChargePoint
41.939178,-87.624963,"1928 Chicago Ave, Chicago",DC Fast Charger,22.0,0.16,6:00-22:00,83.0,ChargePoint
55.892942,37.580533,"9592 Moscow Ave, Moscow",AC Level 1,350.0,0.12,daytime,94.0,Tesla
77.52269,-86.390697,"4412 Random Rd, City 281, Country",AC Level 1,150.0,0.27,24/7,63.0,ChargePoint
-23.552252,-46.636778,"6536 São Paulo Ave, São Paulo",AC Level 1,22.0,0.18,daytime,67.0,Tesla
25.329666,55.23595,"2585 Dubai Ave, Dubai",AC Level 2,350.0,0.47,24/7,11.0,Greenlots
25.231045,55.275015,"5437 Dubai Ave, Dubai",AC Level 2,50.0,0.11,6:00-22:00,75.0,EVgo
19.184043,72.806213,"2457 Mumbai Ave, Mumbai",AC Level 1,150.0,0.38,daytime,92.0,Tesla
43.637797,-79.426896,"3284 Toronto Ave, Toronto",AC Level 1,150.0,0.11,daytime,52.0,Ionity
41.968214,-87.781926,"1424 Chicago Ave, Chicago",AC Level 2,50.0,0.19,6:00-22:00,73.0,Tesla
37.560469,126.951356,"271 Seoul Ave, Seoul",DC Fast Charger,22.0,0.28,daytime,91.0,Tesla
37.773616,-122.420028,"9218 San Francisco Ave, San Francisco",DC Fast Charger,150.0,0.17,6:00-22:00,57.0,ChargePoint
52.594258,13.440439,"2983 Berlin Ave, Berlin",AC Level 2,22.0,0.33,24/7,75.0,Greenlots
-47.515372,-149.394009,"2358 Random Rd, City 172, Country",DC Fast Charger,22.0,0.14,24/7,97.0,ChargePoint
39.967875,116.28829,"8252 Beijing Ave, Beijing",AC Level 2,150.0,0.46,24/7,85.0,Greenlots
41.812465,-87.679352,"1129 Chicago Ave, Chicago",AC Level 2,350.0,0.35,daytime,36.0,Greenlots
19.460105,-99.049825,"7150 Mexico City Ave, Mexico City",AC Level 2,150.0,0.15,daytime,12.0,Ionity
37.714207,-122.421923,"1621 San Francisco Ave, San Francisco",DC Fast Charger,350.0,0.42,24/7,74.0,ChargePoint
37.792027,-122.466234,"1644 San Francisco Ave, San Francisco",DC Fast Charger,50.0,0.46,24/7,32.0,EVgo
37.664447,126.955326,"886 Seoul Ave, Seoul",DC Fast Charger,350.0,0.31,daytime,20.0,Ionity
-23.569934,-46.528993,"7026 São Paulo Ave, São Paulo",AC Level 1,50.0,0.11,daytime,39.0,Greenlots
37.577625,127.061975,"659 Seoul Ave, Seoul",AC Level 1,350.0,0.47,daytime,93.0,Tesla
13.7745,100.596072,"5484 Bangkok Ave, Bangkok",AC Level 2,22.0,0.45,6:00-22:00,48.0,Ionity
32.421551,55.599267,"638 Random Rd, City 93, Country",AC Level 1,150.0,0.48,daytime,79.0,ChargePoint
18.932855,72.983662,"6070 Mumbai Ave, Mumbai",AC Level 1,350.0,0.5,daytime,48.0,Tesla
